league,club,season,window,player,group,type,weight,labels,fee,mv_at_purchase,from_club,sold,sale_fee,seasons_eval,rating,minutes,profit_loss,rating_imp,efficiency,mv_growth
LaLiga,RCD Espanyol Barcelona,19/20,summer,Víctor Gómez,RB,starter,2.0,addresses_problem|replaces_sold,,€300k,10773,False,,2,2.388,1.418,,-1.004,,1.974
LaLiga,RCD Espanyol Barcelona,19/20,winter,Raúl de Tomás,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€22.5m,€15.0m,SL Benfica,True,€11.0m,2,7.333,5.355,0.978,1.0,-0.5,0.5
LaLiga,RCD Espanyol Barcelona,19/20,winter,Adrián Embarba,W,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€10.0m,€4.0m,Rayo Vallecano,True,€1.0m,2,1.719,3.292,-1.2,0.065,-0.5,0.062
LaLiga,RCD Espanyol Barcelona,19/20,winter,Leandro Cabrera,CB,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€9.0m,€10.0m,Getafe CF,False,,5,5.088,5.587,,0.004,0.167,-0.67
LaLiga,RCD Espanyol Barcelona,19/20,winter,Oier Olazábal,GK,rotation,1.0,replaces_sold|rotation_option,€1.5m,€2.0m,Levante UD,True,€0,2,1.887,0.691,0.0,1.0,-0.042,0.238
LaLiga,RCD Espanyol Barcelona,19/20,winter,Víctor Gómez,RB,starter,2.0,addresses_problem|replaces_sold,,€300k,10773,False,,2,2.388,1.418,,-1.004,,1.974
LaLiga,RCD Espanyol Barcelona,21/22,summer,Landry Dimata,CF,starter,2.0,replaces_sold|significant_outlay,€2.2m,€3.0m,58,False,,1,1.536,1.327,,,0.523,-0.314
LaLiga,RCD Espanyol Barcelona,21/22,summer,Álvaro Vadillo,W,starter,2.0,replaces_sold|significant_outlay,€1.8m,€700k,Celta de Vigo,False,,1,0.0,0.015,,-0.102,-0.5,0.143
LaLiga,RCD Espanyol Barcelona,21/22,summer,Sergi Gómez,CB,starter,2.0,replaces_sold,€1.0m,€3.0m,Sevilla FC,True,€0,3,2.132,3.726,-1.333,-0.136,0.0,-0.126
LaLiga,RCD Espanyol Barcelona,21/22,summer,Miguel Llambrich,RB,rotation,1.0,replaces_sold|rotation_option,€500k,€1.6m,Villarreal CF,False,,1,1.862,0.391,,,0.588,0.882
LaLiga,RCD Espanyol Barcelona,21/22,summer,Aleix Vidal,W,rotation,1.0,replaces_sold|rotation_option,€0,€2.0m,Sevilla FC,False,,2,8.671,5.673,,1.186,0.5,1.312
LaLiga,RCD Espanyol Barcelona,21/22,summer,Joan García,GK,starter,2.0,squad_addition,,€150k,10773,True,€25.0m,3,5.17,2.128,3.0,-0.541,0.0,0.583
LaLiga,RCD Espanyol Barcelona,21/22,winter,Tonny Vilhena,MID,rotation,1.0,replaces_sold|rotation_option,€500k,€7.5m,16704,False,,1,7.204,4.471,,1.233,0.5,1.0
LaLiga,RCD Espanyol Barcelona,22/23,summer,Edu Expósito,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€4.5m,€4.0m,SD Eibar,False,,3,3.288,3.341,,0.156,-0.208,0.0
LaLiga,RCD Espanyol Barcelona,22/23,summer,Tonny Vilhena,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€2.5m,€5.0m,16704,False,,1,0.714,0.0,,,0.714,
LaLiga,RCD Espanyol Barcelona,22/23,summer,Álvaro Ferllo,GK,rotation,1.0,replaces_sold|rotation_option,€400k,€4.0m,SD Huesca,False,,1,7.225,5.534,,,0.588,1.103
LaLiga,RCD Espanyol Barcelona,22/23,summer,Martin Braithwaite,CF,rotation,1.0,replaces_sold|rotation_option,€0,€6.0m,FC Barcelona,True,€0,1,7.291,6.0,0.0,0.874,0.0,0.417
LaLiga,RCD Espanyol Barcelona,22/23,summer,Joselu,CF,rotation,1.0,replaces_sold|rotation_option,€0,€5.0m,Deportivo Alavés,True,€1.5m,1,8.1,6.0,0.6,1.0,0.0,0.5
LaLiga,RCD Espanyol Barcelona,22/23,summer,Brian Oliván,LB,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€2.5m,RCD Mallorca,True,,2,4.985,4.179,,-0.052,0.625,0.233
LaLiga,RCD Espanyol Barcelona,22/23,summer,José Carlos Lazo,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€2.5m,UD Almería,True,€0,1,0.0,0.292,-1.333,-0.141,0.0,0.0
LaLiga,RCD Espanyol Barcelona,22/23,summer,Max Svensson,CF,rotation,1.0,replaces_sold|rotation_option,,€400k,10773,True,€50k,1,0.0,0.0,0.294,,-0.588,
LaLiga,RCD Espanyol Barcelona,22/23,summer,Rubén Sánchez,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€250k,10773,False,,2,3.577,1.884,,-0.083,,1.776
LaLiga,RCD Espanyol Barcelona,22/23,summer,Álvaro García,CB,starter,2.0,improves_problem|replaces_sold|rotation_option,,€200k,10773,False,,1,0.293,0.0,,0.293,,
LaLiga,RCD Espanyol Barcelona,22/23,summer,Simo Keddari,CB,starter,2.0,improves_problem|replaces_sold|rotation_option,,€200k,10773,False,,1,2.25,0.375,,,,1.875
LaLiga,RCD Espanyol Barcelona,22/23,summer,Jofre Carreras,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€100k,10773,False,,2,5.42,3.444,,-0.392,,2.368
LaLiga,RCD Espanyol Barcelona,22/23,winter,César Montes,CB,starter,2.0,improves_problem|replaces_sold|significant_outlay|rotation_option,€8.0m,€7.0m,2407,False,,1,3.044,3.356,,-0.216,-0.238,0.143
LaLiga,RCD Espanyol Barcelona,22/23,winter,José Gragera,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€2.8m,€3.0m,2448,False,,2,0.803,1.088,,-0.145,0.111,-0.25
LaLiga,RCD Espanyol Barcelona,22/23,winter,Fernando Pacheco,GK,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€2.2m,€3.0m,UD Almería,True,€0,2,4.16,3.0,0.0,0.913,-0.028,0.275
LaLiga,RCD Espanyol Barcelona,22/23,winter,Denis Suárez,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€200k,€5.0m,Celta de Vigo,False,,1,2.068,2.017,,-0.448,0.5,0.0
LaLiga,RCD Espanyol Barcelona,22/23,winter,Omar El Hilali,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€500k,10773,False,,3,5.918,4.442,,-0.103,,1.579
LaLiga,RCD Espanyol Barcelona,24/25,summer,Walid Cheddira,CF,rotation,1.0,replaces_sold|rotation_option,€500k,€6.0m,SSC Napoli,False,,1,5.286,2.998,,1.162,0.5,0.625
LaLiga,RCD Espanyol Barcelona,24/25,summer,Irvin Cardona,W,rotation,1.0,replaces_sold|rotation_option,€400k,€2.5m,FC Augsburg,False,,1,6.024,2.856,,1.169,0.5,1.5
LaLiga,RCD Espanyol Barcelona,24/25,summer,Álvaro Tejero,RB,rotation,1.0,replaces_sold|rotation_option,€0,€2.0m,SD Eibar,True,€0,1,6.802,5.412,0.0,0.94,0.0,0.45
LaLiga,RCD Espanyol Barcelona,24/25,summer,Javi Hernández,MID,starter,2.0,replaces_sold,,€500k,10773,False,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,24/25,summer,Gastón Valles,CF,starter,2.0,replaces_sold,,€400k,10773,True,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,24/25,summer,Ángel Fortuño,GK,starter,2.0,squad_addition,,€300k,10773,False,,2,1.434,0.1,,1.334,,0.0
LaLiga,RCD Espanyol Barcelona,24/25,summer,Kenneth Soler,W,starter,2.0,replaces_sold,,€200k,10773,True,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,24/25,summer,Antoniu Roca,W,starter,2.0,replaces_sold,,€200k,10773,False,,2,2.948,1.446,,-0.471,,1.974
LaLiga,RCD Espanyol Barcelona,24/25,winter,Pablo Ramón,CB,starter,2.0,replaces_sold,€0,€200k,6767,False,,2,0.0,0.0,,,0.588,-0.588
LaLiga,RCD Espanyol Barcelona,25/26,summer,Roberto Fernández,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€6.2m,€6.0m,SC Braga,False,,1,5.391,5.041,,-0.261,-0.056,0.667
LaLiga,RCD Espanyol Barcelona,25/26,summer,Urko González de Zárate,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold|significant_outlay,€5.0m,€5.0m,Real Sociedad,False,,1,7.688,6.512,,,0.0,1.176
LaLiga,RCD Espanyol Barcelona,25/26,summer,Clemens Riedel,CB,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€2.0m,€4.0m,SV Darmstadt 98,False,,1,9.94,6.5,,1.44,0.5,1.5
LaLiga,RCD Espanyol Barcelona,25/26,summer,Charles Pickel,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€1.0m,€2.4m,US Cremonese,False,,1,1.534,1.463,,-0.471,0.5,0.042
LaLiga,RCD Espanyol Barcelona,25/26,summer,Tyrhys Dolan,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€7.0m,164,False,,1,5.952,5.138,,-0.114,0.5,0.429
LaLiga,RCD Espanyol Barcelona,25/26,summer,José Salinas,LB,rotation,1.0,replaces_sold|rotation_option,€0,€3.0m,Elche CF,False,,1,4.028,1.183,,0.945,0.5,1.4
LaLiga,RCD Espanyol Barcelona,25/26,summer,Miguel Rubio,CB,rotation,1.0,replaces_sold|rotation_option,€0,€2.0m,Granada CF,False,,1,4.351,0.941,,1.41,0.5,1.5
LaLiga,RCD Espanyol Barcelona,25/26,summer,Kike García,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€900k,Deportivo Alavés,False,,1,3.88,3.647,,-0.156,0.5,-0.111
LaLiga,RCD Espanyol Barcelona,25/26,summer,Marko Dmitrovic,GK,rotation,1.0,replaces_sold|rotation_option,€0,€800k,CD Leganés,False,,1,10.0,6.5,,1.5,0.5,1.5
LaLiga,RCD Espanyol Barcelona,25/26,summer,Marcos Fernández,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€400k,2865,False,,1,0.714,0.0,,,0.714,
LaLiga,RCD Espanyol Barcelona,25/26,summer,Hugo Pérez,CB,rotation,1.0,replaces_sold|rotation_option,€0,€200k,11972,False,,1,0.714,0.0,,,0.714,
LaLiga,RCD Espanyol Barcelona,25/26,summer,Omar Sadik,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€500k,10773,False,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,25/26,summer,Justin Smith,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€300k,10773,False,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,25/26,summer,Rafel Bauzà,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€200k,10773,False,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,25/26,summer,Roger Hinojo,LB,rotation,1.0,replaces_sold|rotation_option,,€50k,10773,False,,1,0.0,0.0,,,,
LaLiga,RCD Espanyol Barcelona,25/26,winter,Cyril Ngonge,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€1.0m,€8.0m,SSC Napoli,False,,1,1.106,0.9,,-0.294,0.5,0.0
Liga Portugal,CD Tondela,19/20,summer,Philipe Sampaio,CB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€900k,CD Feirense,True,,1,5.358,4.995,,-0.065,0.625,-0.197
Liga Portugal,CD Tondela,19/20,summer,Yohan Tavares,CB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€600k,ESTAC Troyes,True,€0,2,3.913,5.377,-1.333,-0.027,0.0,-0.104
Liga Portugal,CD Tondela,19/20,summer,Filipe Ferreira,LB,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€350k,122,True,€0,2,4.083,5.43,-1.333,-0.228,0.0,0.214
Liga Portugal,CD Tondela,19/20,summer,Bruno Wilson,CB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€350k,10789,True,€400k,1,3.167,2.673,0.19,0.018,0.0,0.286
Liga Portugal,CD Tondela,19/20,summer,Babacar Niasse,GK,starter,2.0,improves_problem|replaces_sold,€0,€300k,1245,False,,3,1.795,1.86,,-0.51,0.5,-0.056
Liga Portugal,CD Tondela,19/20,summer,Manu Sánchez,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€250k,11669,True,€0,1,0.0,0.0,-1.569,,0.0,
Liga Portugal,CD Tondela,19/20,summer,João Vigário,LB,starter,2.0,improves_problem|replaces_sold,€0,€150k,Vitória Guimarães SC,True,€0,1,0.0,0.044,-1.333,-0.464,0.0,0.0
Liga Portugal,CD Tondela,19/20,summer,Tomislav Strkalj,CF,rotation,1.0,replaces_sold|rotation_option,,€400k,Rio Ave FC,False,,3,5.19,2.745,,1.162,,1.283
Liga Portugal,CD Tondela,19/20,summer,Rubilio Castillo,CF,rotation,1.0,replaces_sold|rotation_option,,€300k,4720,True,,1,1.362,0.065,,0.852,,0.444
Liga Portugal,CD Tondela,19/20,summer,João Mendes,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,,€200k,8827,True,€0,1,0.0,0.41,-1.333,0.022,-0.5,-0.083
Liga Portugal,CD Tondela,19/20,winter,Marko Petkovic,RB,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€700k,515,True,€0,1,0.0,1.004,-1.333,-0.106,0.0,-0.179
Liga Portugal,CD Tondela,19/20,winter,João Pedro,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€700k,1061,False,,3,5.483,5.215,,-0.208,0.5,-0.024
Liga Portugal,CD Tondela,19/20,winter,Ricardo Valente,CF,rotation,1.0,replaces_sold|rotation_option,€0,€500k,17195,True,€0,1,3.426,2.167,0.0,0.859,0.0,0.4
Liga Portugal,CD Tondela,20/21,summer,Naoufel Khacef,LB,starter,2.0,improves_problem|replaces_sold|significant_outlay,€185k,€350k,3568,False,,2,1.908,1.959,,-0.48,0.5,-0.071
Liga Portugal,CD Tondela,20/21,summer,Bebeto,RB,starter,2.0,improves_problem|replaces_sold|rotation_option,€0,€400k,CS Marítimo,False,,3,3.753,3.74,,-0.07,0.5,-0.417
Liga Portugal,CD Tondela,20/21,summer,Rafael Barbosa,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€350k,67909,False,,2,4.746,3.979,,-0.162,0.5,0.429
Liga Portugal,CD Tondela,20/21,summer,Trigueira,GK,rotation,1.0,replaces_sold|rotation_option,€0,€200k,Moreirense FC,False,,2,10.0,7.647,,,0.588,1.765
Liga Portugal,CD Tondela,20/21,summer,Salvador Agra,W,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€200k,255,False,,2,7.924,5.777,,0.147,0.5,1.5
Liga Portugal,CD Tondela,20/21,summer,Souleymane Anne,CF,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€75k,EA Guingamp,True,€0,1,0.0,0.608,-1.333,-0.227,0.0,0.5
Liga Portugal,CD Tondela,21/22,summer,Eduardo Quaresma,CB,starter,2.0,improves_problem|replaces_sold|significant_outlay,€180k,€5.0m,Sporting CP,False,,1,3.759,3.635,,-0.175,0.5,-0.2
Liga Portugal,CD Tondela,21/22,summer,Manu Hernando,CB,starter,2.0,improves_problem|replaces_sold,€0,€700k,6767,False,,1,3.54,3.772,,-0.446,0.5,-0.286
Liga Portugal,CD Tondela,21/22,summer,Iker Undabarrena,MID,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,€500k,11422,False,,1,5.101,4.763,,-0.162,0.5,0.0
Liga Portugal,CD Tondela,21/22,summer,Juan Manuel Boselli,CF,rotation,1.0,replaces_sold|rotation_option,€0,€200k,2619,False,,1,7.688,5.335,,,0.588,1.765
Liga Portugal,CD Tondela,21/22,summer,Philip Tear,GK,starter,2.0,addresses_problem|improves_problem|replaces_sold,€0,,61115,False,,1,0.0,0.0,,,,
Liga Portugal,CD Tondela,21/22,summer,Daniel dos Anjos,CF,rotation,1.0,replaces_sold|rotation_option,,€150k,10330,False,,1,9.815,6.842,,1.394,,1.579
Liga Portugal,CD Tondela,25/26,summer,Brayan Medina,CB,starter,2.0,replaces_sold|significant_outlay,€2.5m,€900k,2352,False,,1,5.97,5.19,,-0.22,-0.5,1.5
Liga Portugal,CD Tondela,25/26,summer,Hugo Félix,MID,starter,2.0,replaces_sold,€0,€2.5m,10330,False,,1,2.657,3.151,,-0.314,0.5,-0.68
Liga Portugal,CD Tondela,25/26,summer,Christian Marques,CB,starter,2.0,replaces_sold,€0,€2.0m,322,False,,1,6.66,6.41,,-0.25,0.5,0.0
Liga Portugal,CD Tondela,25/26,summer,Joe Hodge,MID,starter,2.0,replaces_sold,€0,€1.0m,Wolverhampton Wanderers,False,,1,3.14,3.359,,-0.419,0.5,-0.3
Liga Portugal,CD Tondela,25/26,summer,Ivan Cavaleiro,W,rotation,1.0,replaces_sold|rotation_option,€0,€500k,22431,True,€0,1,5.198,4.417,0.0,0.781,0.0,
Liga Portugal,CD Tondela,25/26,summer,Lucas Cañizares,GK,starter,2.0,replaces_sold,€0,€400k,SC Farense,False,,1,0.588,0.0,,,0.588,0.0
Liga Portugal,CD Tondela,25/26,summer,Afonso Rodrigues,W,starter,2.0,replaces_sold,€0,€350k,FC Famalicão,True,,1,0.556,0.34,,-0.451,0.667,
Liga Portugal,CD Tondela,25/26,summer,Xabi Huarte,MID,starter,2.0,replaces_sold,€0,€250k,8516,False,,1,0.183,0.316,,-0.434,0.5,-0.2
Liga Portugal,CD Tondela,25/26,summer,Rony Lopes,W,starter,2.0,replaces_sold,,€2.0m,11282,False,,1,2.439,2.589,,0.272,,-0.421
Liga Portugal,CD Tondela,25/26,summer,Rémy Vita,LB,starter,2.0,replaces_sold,,€800k,Fortuna Sittard,False,,1,0.0,0.564,,-0.464,,-0.526
Liga Portugal,CD Tondela,25/26,winter,Arjen van der Heide,W,starter,2.0,replaces_sold|significant_outlay,€250k,€350k,De Graafschap Doetinchem,False,,1,0.631,0.557,,-0.402,0.476,0.0
Liga Portugal,CD Tondela,25/26,winter,Makan Aïko,W,starter,2.0,replaces_sold,,€600k,Fortuna Sittard,False,,1,3.082,2.631,,-0.076,,0.526
Liga Portugal,CD Tondela,25/26,winter,Rodrigo Conceição,RB,starter,2.0,squad_addition,,€500k,515,False,,1,3.339,3.555,,-0.216,,0.0
Liga Portugal,FC Porto,19/20,summer,Shoya Nakajima,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€12.0m,€25.0m,26091,True,€0,2,0.0,0.778,-1.333,-0.034,0.0,-0.203
Liga Portugal,FC Porto,19/20,summer,Zé Luís,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€10.8m,€8.0m,232,True,€5.5m,1,7.641,5.618,1.023,1.0,-0.5,0.5
Liga Portugal,FC Porto,19/20,summer,Matheus Uribe,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€9.5m,€7.5m,3631,True,€0,4,3.391,4.84,-1.333,0.19,-0.472,0.167
Liga Portugal,FC Porto,19/20,summer,Agustín Marchesín,GK,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€7.7m,€4.5m,3631,True,€1.0m,3,5.128,4.005,0.26,0.882,-0.5,0.481
Liga Portugal,FC Porto,19/20,summer,Mamadou Loum,MID,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€7.5m,€5.0m,SC Braga,True,€0,2,0.0,0.398,-1.333,-0.485,-0.5,-0.117
Liga Portugal,FC Porto,19/20,summer,Luis Díaz,W,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€7.2m,€2.0m,11854,True,€49.0m,3,10.0,6.0,2.5,1.0,-0.062,0.625
Liga Portugal,FC Porto,19/20,summer,Renzo Saravia,RB,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€5.5m,€5.0m,1444,True,€0,1,0.0,0.0,-1.481,,-0.37,-0.133
Liga Portugal,FC Porto,19/20,summer,Iván Marcano,CB,rotation,1.0,replaces_sold|rotation_option,€3.1m,€4.0m,AS Roma,True,,6,6.297,4.519,,1.173,0.479,0.126
Liga Portugal,FC Porto,19/20,summer,Diogo Leite,CB,rotation,1.0,replaces_sold|rotation_option,,€5.0m,10331,True,€7.0m,2,6.73,3.797,2.0,0.933,-0.5,0.5
Liga Portugal,FC Porto,19/20,summer,Diogo Costa,GK,rotation,1.0,replaces_sold|rotation_option,,€4.0m,10331,False,,7,8.595,5.164,,1.345,,2.086
Liga Portugal,FC Porto,19/20,summer,Diogo Queirós,CB,rotation,1.0,replaces_sold|rotation_option,,€1.8m,10331,True,€0,1,0.0,0.0,0.0,,-0.588,
Liga Portugal,FC Porto,19/20,summer,Romário Baró,MID,starter,2.0,addresses_problem|replaces_sold,,€1.5m,10331,True,€0,3,0.0,0.553,-1.333,-0.34,-0.5,0.375
Liga Portugal,FC Porto,19/20,summer,Tomás Esteves,W,rotation,1.0,replaces_sold|rotation_option,,€1.3m,10331,True,,1,2.346,0.68,,1.0,,0.667
Liga Portugal,FC Porto,19/20,summer,Fábio Vieira,MID,starter,2.0,addresses_problem|replaces_sold,,€625k,10331,True,€35.0m,3,5.616,1.438,3.0,0.178,0.5,0.5
Liga Portugal,FC Porto,19/20,winter,Vitinha,MID,starter,2.0,addresses_problem|replaces_sold,,€1.5m,10331,True,€41.5m,2,6.674,2.6,3.0,0.221,0.5,0.353
Liga Portugal,FC Porto,20/21,summer,Evanilson,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€12.1m,€4.0m,3234,True,€37.0m,4,8.432,5.05,2.0,0.991,-0.202,0.594
Liga Portugal,FC Porto,20/21,summer,Mehdi Taremi,CF,rotation,1.0,replaces_sold|significant_outlay|rotation_option,€4.7m,€10.0m,Rio Ave FC,True,€0,4,7.5,6.0,0.0,1.0,0.0,0.5
Liga Portugal,FC Porto,20/21,summer,Zaidu Sanusi,LB,rotation,1.0,replaces_sold|rotation_option,€4.0m,€2.5m,CD Santa Clara,False,,6,6.674,4.28,,1.444,-0.5,1.45
Liga Portugal,FC Porto,20/21,summer,Toni Martínez,CF,rotation,1.0,replaces_sold|rotation_option,€3.2m,€7.0m,FC Famalicão,True,€2.0m,4,5.879,3.331,1.25,0.888,0.0,0.411
Liga Portugal,FC Porto,20/21,summer,Malang Sarr,CB,rotation,1.0,replaces_sold|rotation_option,€2.0m,€16.0m,Chelsea FC,False,,1,5.692,3.011,,1.243,0.5,0.938
Liga Portugal,FC Porto,20/21,summer,Cláudio Ramos,GK,rotation,1.0,replaces_sold|rotation_option,€0,€1.6m,CD Tondela,False,,6,3.461,0.538,,1.173,0.5,1.25
Liga Portugal,FC Porto,20/21,summer,Carraça,RB,starter,2.0,addresses_problem|replaces_sold,€0,€650k,Boavista FC,True,,1,0.765,0.074,,-0.157,0.625,0.224
Liga Portugal,FC Porto,20/21,summer,Nanu,RB,starter,2.0,addresses_problem|replaces_sold,,€1.3m,CS Marítimo,True,€0,2,0.0,0.8,-1.333,0.004,-0.5,0.308
Liga Portugal,FC Porto,20/21,summer,João Mário,RB,starter,2.0,addresses_problem|replaces_sold,,€525k,10331,True,€12.0m,5,7.444,3.27,3.0,0.116,0.333,0.725
Liga Portugal,FC Porto,20/21,winter,Francisco Conceição,W,starter,2.0,addresses_problem|replaces_sold,,€2.5m,10331,True,€5.1m,2,2.0,0.736,1.371,-0.107,-0.5,0.5
Liga Portugal,FC Porto,21/22,summer,Pepê,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€15.4m,€13.0m,210,False,,5,5.8,5.189,,0.196,-0.308,0.723
Liga Portugal,FC Porto,21/22,summer,Wendell,LB,starter,2.0,addresses_problem,€4.3m,€6.5m,Bayer 04 Leverkusen,True,€0,4,1.578,2.752,-1.333,0.23,0.0,-0.071
Liga Portugal,FC Porto,21/22,summer,Bruno Costa,MID,rotation,1.0,replaces_sold|rotation_option,€2.5m,€2.5m,Portimonense SAD,True,,2,4.627,2.877,,1.25,0.0,0.5
Liga Portugal,FC Porto,21/22,summer,Fábio Cardoso,CB,rotation,1.0,replaces_sold|rotation_option,€2.2m,€2.0m,CD Santa Clara,True,€0,3,6.872,5.734,0.0,0.971,-0.333,0.5
Liga Portugal,FC Porto,21/22,summer,Marko Grujić,MID,rotation,1.0,replaces_sold|rotation_option,€1.0m,€15.0m,Liverpool FC,True,€0,4,4.146,2.887,0.0,1.0,0.0,0.258
Liga Portugal,FC Porto,21/22,summer,Sidnei Tavares,MID,rotation,1.0,replaces_sold|rotation_option,€0,€300k,39341,True,,1,0.769,0.0,,,0.769,
Liga Portugal,FC Porto,21/22,winter,Galeno,W,starter,2.0,addresses_problem|replaces_sold|significant_outlay,€9.9m,€12.0m,SC Braga,True,€50.0m,4,7.102,3.63,2.778,,0.439,0.255
Liga Portugal,FC Porto,21/22,winter,Stephen Eustaquio,MID,rotation,1.0,replaces_sold|rotation_option,€500k,€5.0m,FC Paços de Ferreira,False,,5,7.619,4.181,,1.438,0.5,1.5
